2	0.122717	0.138527	0.000977
3	0.769951	0.351052	25
2	0.773041	0.137316	0.000730
3	0.374017	0.585079	60
3	0.021620	0.264600	70
3	0.820084	0.272406	5
3	0.306399	0.424492	36
2	0.765575	0.087287	0.000358
3	0.002760	0.370437	6
2	0.318996	0.522331	0.000249
3	0.991025	0.464049	67
2	0.579678	0.990695	0.000123
2	0.588876	0.096552	0.000738
3	0.911785	0.799622	23
3	0.269110	0.782792	76
2	0.556549	0.476596	0.000388
3	0.524953	0.401097	86
2	0.207668	0.210120	0.000853
2	0.803069	0.777581	0.000233
3	0.647309	0.112510	93
2	0.344911	0.727875	0.000634
3	0.665302	0.322839	8
3	0.328293	0.568640	37
2	0.885651	0.655809	0.000900
3	0.854458	0.972090	77
3	0.787616	0.290007	46
3	0.651128	0.482123	3
2	0.690128	0.921590	0.000249
2	0.823437	0.593987	0.000232
2	0.197123	0.938591	0.000204
2	0.760129	0.427545	0.000982
2	0.937314	0.614246	0.000679
2	0.855347	0.238209	0.000423
2	0.320651	0.864827	0.000688
2	0.261841	0.660771	0.000466
2	0.974991	0.509926	0.000501
3	0.652408	0.102494	39
3	0.152552	0.745606	15
3	0.567928	0.242457	81
2	0.771268	0.753392	0.000124
2	0.950854	0.187747	0.000144
3	0.997283	0.305853	3
3	0.766408	0.807970	26
3	0.486881	0.620865	100
3	0.930067	0.229488	1
3	0.763986	0.526001	43
2	0.614165	0.931937	0.000883
2	0.610422	0.247819	0.000588
3	0.483386	0.363413	17
2	0.713777	0.386273	0.000481
2	0.434534	0.650947	0.000097
2	0.662853	0.704876	0.000416
2	0.161977	0.938333	0.000400
2	0.199060	0.949031	0.000070
2	0.847618	0.253137	0.000945
2	0.532245	0.388231	0.000886
2	0.303654	0.925231	0.000427
2	0.108304	0.780367	0.000005
2	0.769104	0.107615	0.000601
2	0.509595	0.959519	0.000498
2	0.361628	0.333656	0.000059
3	0.859787	0.729166	11
2	0.011789	0.310337	0.000723
2	0.599183	0.319735	0.000712
3	0.635784	0.931972	10
3	0.229677	0.642209	85
2	0.162257	0.286584	0.000820
2	0.722138	0.781550	0.000331
2	0.455945	0.454176	0.000230
3	0.842202	0.566254	86
2	0.460006	0.512007	0.000458
2	0.140614	0.069048	0.000001
2	0.982218	0.669318	0.000627
3	0.903165	0.090152	77
2	0.046600	0.743812	0.000597
2	0.203413	0.714906	0.000398
2	0.263734	0.119947	0.000570
3	0.250821	0.875403	72
3	0.552494	0.616860	94
2	0.537710	0.386648	0.000986
2	0.249664	0.309176	0.000053
3	0.604490	0.277120	81
3	0.695157	0.398838	54
3	0.439137	0.032713	76
2	0.154671	0.653152	0.000958
3	0.954940	0.387190	58
2	0.018096	0.748300	0.000126
3	0.944321	0.710525	12
3	0.125908	0.451493	25
3	0.885672	0.611595	53
3	0.123358	0.167771	23
3	0.944112	0.462752	27
3	0.585823	0.591844	32
3	0.414199	0.180999	81
3	0.160100	0.360102	49
2	0.324658	0.831289	0.000491
2	0.189353	0.028595	0.000763
2	0.633244	0.292115	0.000427
2	0.129753	0.091116	0.000743
2	0.003394	0.234535	0.000689
2	0.719715	0.668930	0.000075
2	0.277405	0.885546	0.000669
3	0.658989	0.534278	47
3	0.243987	0.583925	86
2	0.765680	0.350383	0.000442
3	0.549787	0.712138	64
3	0.980412	0.748627	37
2	0.462325	0.348374	0.000138
3	0.602802	0.853201	53
3	0.422688	0.885931	90
3	0.716056	0.586665	99
2	0.799625	0.619084	0.000810
2	0.831414	0.261245	0.000124
3	0.179150	0.458562	49
2	0.184297	0.015442	0.000349
3	0.233682	0.524057	50
3	0.739741	0.819699	13
2	0.195856	0.377163	0.000350
3	0.457544	0.784326	92
3	0.917711	0.789561	81
3	0.391595	0.850018	18
2	0.877371	0.049655	0.000042
2	0.431239	0.640508	0.000774
3	0.395089	0.089728	80
2	0.613452	0.172900	0.000791
3	0.645588	0.663847	19
3	0.335783	0.221357	67
2	0.056973	0.291853	0.000377
2	0.583742	0.785879	0.000898
3	0.395979	0.664446	84
2	0.845994	0.729040	0.000941
3	0.392017	0.213967	66
3	0.909806	0.863867	77
2	0.813524	0.397762	0.000827
3	0.663748	0.881643	38
3	0.039063	0.170106	70
3	0.106661	0.497629	87
3	0.820046	0.020453	85
2	0.401186	0.625957	0.000562
2	0.663434	0.836787	0.000062
3	0.609821	0.440331	20
3	0.956401	0.565098	13
2	0.801254	0.223610	0.000286
3	0.883482	0.492994	88
3	0.770372	0.687265	72
2	0.988452	0.392872	0.000116
3	0.982567	0.976193	2
3	0.786152	0.917477	90
2	0.026031	0.676710	0.000183
3	0.524422	0.450901	12
3	0.023362	0.714959	24
3	0.887438	0.884880	33
3	0.105150	0.761215	80
2	0.030207	0.573966	0.000968
2	0.916319	0.206684	0.000077
2	0.265075	0.001402	0.000097
3	0.491424	0.588499	95
3	0.130488	0.552236	90
2	0.180967	0.045656	0.000390
2	0.462518	0.226192	0.000980
3	0.217671	0.985686	35
3	0.624206	0.525102	94
3	0.075920	0.248810	13
3	0.166854	0.899575	58
2	0.186358	0.283190	0.000787
3	0.224070	0.448766	66
3	0.315463	0.224262	19
3	0.423635	0.501766	34
2	0.928462	0.089689	0.000030
3	0.321105	0.874081	7
2	0.765964	0.276625	0.000937
2	0.907073	0.508515	0.000175
3	0.563029	0.410028	9
3	0.731130	0.046289	46
3	0.411993	0.569094	42
3	0.567774	0.379518	45
3	0.068347	0.884310	12
3	0.853670	0.655553	79
3	0.164450	0.228059	93
3	0.093242	0.792087	39
2	0.999249	0.082715	0.000656
2	0.628259	0.248432	0.000432
3	0.079607	0.724866	64
2	0.010486	0.174510	0.000607
3	0.694533	0.954021	74
3	0.549128	0.966914	43
3	0.457634	0.995232	98
3	0.782354	0.069461	98
2	0.695376	0.309238	0.000692
2	0.908971	0.916189	0.000177
3	0.965541	0.348982	98
3	0.853646	0.030900	76
3	0.222838	0.327541	55
3	0.007218	0.356265	6
2	0.577656	0.130636	0.000337
2	0.680253	0.679628	0.000822
2	0.447513	0.303335	0.000745
2	0.185213	0.361305	0.000726
3	0.346915	0.146465	22
3	0.226098	0.147345	52
2	0.699197	0.750794	0.000597
3	0.872872	0.194217	59
3	0.996391	0.632972	50
2	0.105057	0.985465	0.000817
2	0.839892	0.999421	0.000799
3	0.235418	0.018423	58
3	0.465903	0.490148	77
2	0.400029	0.248611	0.000055
2	0.823824	0.541879	0.000279
3	0.260332	0.449294	30
3	0.561788	0.455253	36
2	0.188829	0.603434	0.000112
2	0.097778	0.155940	0.000291
2	0.847005	0.513949	0.000337
3	0.946714	0.138829	76
3	0.438102	0.479751	2
2	0.338119	0.351367	0.000460
2	0.798877	0.116991	0.000781
3	0.890029	0.065850	17
3	0.956514	0.659334	12
3	0.001365	0.716398	19
3	0.389100	0.171634	93
2	0.154900	0.134952	0.000472
3	0.785782	0.977142	73
2	0.276233	0.039006	0.000871
2	0.435351	0.782121	0.000524
3	0.067602	0.037895	30
2	0.848015	0.095315	0.000156
2	0.494103	0.186474	0.000543
3	0.574520	0.395532	23
2	0.999521	0.653237	0.000773
2	0.200118	0.799474	0.000649
3	0.020000	0.316542	8
3	0.713467	0.770827	73
3	0.757920	0.579187	78
2	0.929756	0.302723	0.000122
3	0.805487	0.878909	70
2	0.956482	0.142708	0.000335
3	0.210459	0.189709	41
2	0.462571	0.309035	0.000872
2	0.163589	0.206112	0.000119
3	0.160815	0.264406	73
2	0.291447	0.827635	0.000946
2	0.795822	0.513152	0.000629
3	0.682836	0.846872	35
3	0.818191	0.236727	15
2	0.212913	0.484857	0.000210
3	0.983209	0.116196	32
2	0.329154	0.005888	0.000116
3	0.471848	0.732641	70
2	0.164626	0.998117	0.000434
2	0.543115	0.508714	0.000782
2	0.909914	0.984729	0.000901
3	0.356203	0.118270	84
3	0.759321	0.999781	52
3	0.231244	0.481577	69
2	0.187860	0.283051	0.000745
3	0.762172	0.585040	75
3	0.033037	0.258346	24
2	0.394888	0.022041	0.000400
2	0.363921	0.754810	0.000558
3	0.317591	0.285635	83
2	0.634369	0.509720	0.000222
2	0.226195	0.562311	0.000023
3	0.646472	0.791042	2
3	0.085486	0.563855	98
3	0.972499	0.154720	1
3	0.032121	0.778345	52
2	0.669434	0.076497	0.000367
3	0.297959	0.818790	34
2	0.862888	0.758001	0.000627
3	0.142262	0.975246	78
2	0.154086	0.575973	0.000835
3	0.032838	0.382608	82
2	0.338354	0.937967	0.000608
3	0.470401	0.415495	61
3	0.936275	0.055450	44
3	0.910711	0.052150	38
3	0.584076	0.331805	8
2	0.048759	0.573013	0.000936
2	0.552855	0.092138	0.000402
3	0.016683	0.008828	45
3	0.306693	0.669586	99
2	0.938487	0.939948	0.000579
2	0.373010	0.159538	0.000215
2	0.212742	0.530884	0.000076
2	0.920521	0.265549	0.000341
3	0.868336	0.162443	63
3	0.344149	0.530724	20
2	0.895529	0.484789	0.000400
3	0.540732	0.964716	1
2	0.043104	0.825016	0.000721
3	0.699107	0.146367	20
3	0.646234	0.038048	73
3	0.278956	0.710198	63
3	0.167048	0.461637	9
2	0.176605	0.663809	0.000652
2	0.804467	0.503494	0.000796
3	0.784483	0.033255	78
3	0.439149	0.409927	57
3	0.316919	0.175950	87
2	0.316871	0.958909	0.000418
2	0.052456	0.277424	0.000723
3	0.210912	0.952416	27
2	0.832262	0.047337	0.000826
2	0.804224	0.225940	0.000549
2	0.941739	0.219507	0.000258
3	0.537986	0.050728	38
2	0.268901	0.250125	0.000495
3	0.198126	0.614676	77
2	0.037868	0.957474	0.000054
2	0.754609	0.941660	0.000454
2	0.467447	0.645788	0.000045
2	0.591678	0.803181	0.000216
2	0.079664	0.316242	0.000505
3	0.613122	0.776906	44
2	0.677914	0.341700	0.000735
3	0.650609	0.047369	89
2	0.861460	0.856775	0.000559
3	0.342073	0.473022	19
2	0.714649	0.856904	0.000068
3	0.222506	0.919692	4
2	0.707228	0.582013	0.000314
3	0.348783	0.196507	78
2	0.399887	0.576552	0.000279
3	0.771930	0.400903	2
3	0.284001	0.763461	4
2	0.939898	0.678762	0.000962
3	0.660346	0.901339	99
2	0.950544	0.814674	0.000364
3	0.658256	0.273201	78
3	0.702748	0.344169	20
3	0.619784	0.925121	13
2	0.273822	0.886419	0.000053
2	0.994420	0.826195	0.000556
3	0.174241	0.884628	45
2	0.432444	0.771988	0.000733
3	0.393717	0.758442	84
2	0.812303	0.393234	0.000218
3	0.373591	0.742240	38
2	0.998977	0.433655	0.000570
2	0.563948	0.990927	0.000692
2	0.796397	0.063684	0.000646
